CHEQUEID;LAGERID;KOLVO
31040;62;2.0
31054;95;1.0
31054;40;1.0
31054;42;1.0
31054;44;6.0
31059;119;1.0
31059;116;2.0
31059;98;1.0
31059;100;1.0
31059;21;1.0
31059;113;1.0
31059;86;1.0
31059;91;2.0
31061;15;1.0
31061;71;1.0
31061;54;1.0
31061;90;2.0
31061;77;2.0
31061;58;1.0
31061;27;1.0
31071;101;1.0
31077;51;1.0
31077;3;1.0
31077;6;2.0
31077;88;1.0
31077;123;3.0
31077;45;1.0
31077;96;1.0
31077;124;1.0
31077;69;2.0
31084;116;2.0
31084;98;1.0
31084;42;1.0
31084;100;4.0
31090;15;2.0
31090;21;2.0
31090;17;1.0
31113;116;3.0
31113;44;8.0
31128;51;1.0
31128;15;1.0
31128;29;1.0
31128;56;1.0
31128;32;1.0
31128;114;1.0
31128;129;1.0
31128;17;1.0
31128;58;1.0
31128;27;1.0
31128;124;1.0
31128;107;1.0
31165;116;2.0
31165;130;2.0
31165;19;3.0
31165;97;1.0
31214;37;1.0
31214;16;4.0
31214;120;2.0
31214;57;1.0
31219;24;1.0
31227;15;2.0
31227;56;1.0
31227;132;1.0
31227;73;3.0
31227;57;3.0
31227;85;2.0
31229;65;1.0
31229;60;1.0
31257;15;2.0
31257;44;10.0
31261;95;1.0
31261;15;1.0
31261;52;2.0
31261;37;1.0
31261;129;2.0
31261;91;1.0
31261;110;1.0
31274;115;1.0
31283;118;1.0
31283;53;1.0
31283;82;1.0
31283;42;2.0
31283;44;3.0
31283;7;1.0
31283;38;1.0
31283;130;1.0
31283;131;2.0
31283;120;1.0
31283;69;1.0
31287;26;3.0
31288;15;2.0
31288;45;1.0
31288;60;1.0
31288;99;2.0
31288;126;1.0
31288;67;1.0
31299;100;4.0
31299;9;1.0
31299;94;1.0
31305;15;2.0
31305;83;3.0
31305;114;2.0
31305;131;1.0
31305;8;1.0
31305;24;2.0
31305;43;1.0
31305;89;2.0
31339;29;1.0
31339;37;1.0
31342;73;1.0
31342;43;1.0
31351;70;12.0
31360;3;1.0
31360;118;2.0
31360;119;1.0
31360;116;1.0
31360;42;2.0
31360;130;2.0
31360;127;1.0
31360;60;1.0
31360;77;2.0
31379;15;2.0
31379;83;1.0
31379;29;2.0
31379;53;2.0
31379;81;1.0
31379;100;2.0
31379;79;1.0
31435;7;1.0
31440;15;1.0
31440;3;1.0
31440;30;1.0
31440;12;1.0
31440;24;1.0
31458;7;1.0
31458;19;1.0
31458;60;1.0
31458;57;1.0
31467;48;1.0
31467;3;1.0
31467;12;1.0
31467;7;1.0
31467;60;1.0
31467;57;1.0
31467;125;1.0
31478;1;2.0
31486;20;1.0
31486;102;1.0
31486;47;2.0
31486;74;1.0
31498;58;1.0
31498;85;1.0
31501;7;2.0
31501;100;3.0
31501;127;1.0
31501;20;1.0
31501;109;2.0
31501;21;1.0
31501;94;1.0
31521;46;1.0
31532;48;5.0
31532;48;1.0
31532;29;2.0
31532;42;2.0
31532;12;2.0
31532;69;2.0
31539;14;1.0
31539;57;1.0
31539;85;1.0
31539;67;1.0
31564;50;1.0
31564;10;1.0
31564;69;3.0
31565;15;2.0
31565;29;1.0
31565;3;1.0
31565;96;1.0
31565;47;1.0
31579;15;2.0
31579;29;2.0
31579;40;1.0
31579;42;1.0
31579;45;1.0
31579;49;1.0
31588;119;2.0
31588;30;1.0
31588;7;1.0
31588;122;2.0
31588;120;1.0
31599;2;2.0
31599;5;2.0
31599;114;1.0
31599;7;1.0
31604;53;10.0
31604;111;2.0
31625;15;1.0
31625;128;1.0
31641;15;1.0
31641;29;1.0
31641;118;1.0
31641;42;2.0
31641;99;1.0
31644;29;2.0
31644;30;2.0
31644;130;1.0
31644;59;1.0
31644;132;1.0
31644;122;1.0
31644;125;2.0
31644;69;1.0
31682;22;2.0
31682;29;1.0
31682;37;1.0
31682;132;1.0
31682;73;1.0
31682;86;1.0
31689;59;1.0
31689;34;1.0
31689;16;2.0
31695;21;2.0
31695;126;1.0
31705;94;1.0
31705;97;1.0
31705;78;1.0
31705;55;1.0
31716;15;1.0
31716;22;1.0
31716;29;1.0
31716;118;1.0
31716;114;1.0
31716;130;1.0
31716;123;2.0
31716;122;2.0
31716;111;1.0
31716;60;1.0
31716;58;1.0
31716;126;1.0
31716;85;1.0
31721;30;1.0
31721;98;1.0
31721;114;1.0
31721;122;3.0
31721;111;2.0
31721;14;1.0
31721;57;1.0
31729;107;1.0
31731;15;2.0
31731;131;1.0
31731;132;1.0
31749;109;2.0
31752;29;1.0
31757;48;1.0
31757;15;1.0
31757;7;1.0
31757;35;1.0
31757;9;1.0
31757;76;1.0
31765;118;1.0
31765;116;3.0
31765;30;1.0
31765;6;2.0
31765;100;3.0
31765;101;1.0
31765;103;1.0
31766;75;1.0
31766;94;1.0
31766;107;1.0
31779;30;1.0
31779;82;1.0
31779;123;2.0
31779;17;1.0
31779;89;1.0
31779;126;1.0
31781;29;3.0
31781;37;2.0
31787;42;1.0
31787;124;1.0
31790;129;2.0
31790;126;1.0
31793;53;2.0
31793;26;4.0
31793;65;1.0
31793;57;2.0
31796;132;1.0
31796;14;1.0
31796;43;1.0
31796;115;1.0
31796;89;1.0
31800;82;1.0
31800;81;6.0
31800;57;1.0
31812;44;6.0
31812;60;1.0
31831;30;1.0
31831;129;3.0
31831;57;1.0
31849;85;1.0
31853;3;1.0
31853;82;1.0
31853;105;1.0
31853;122;1.0
31855;51;1.0
31855;29;1.0
31855;53;1.0
31855;30;1.0
31855;5;2.0
31855;42;1.0
31855;88;1.0
31855;14;1.0
31869;1;2.0
31894;7;1.0
31894;18;1.0
31894;14;1.0
31894;28;1.0
31897;1;1.0
31897;62;1.0
31897;106;3.0
31900;8;1.0
31927;32;1.0
31927;79;1.0
31941;15;2.0
31941;119;2.0
31941;32;1.0
31941;52;2.0
31945;118;1.0
31945;4;1.0
31973;15;1.0
31973;80;1.0
31973;128;2.0
32001;11;1.0
32001;30;1.0
32001;26;1.0
32001;16;3.0
32001;80;1.0
32001;43;1.0
32003;15;2.0
32003;119;1.0
32003;31;1.0
32003;42;3.0
32003;80;1.0
32003;121;1.0
32003;24;1.0
32003;120;1.0
32005;115;1.0
32014;15;1.0
32014;22;1.0
32014;130;1.0
32014;16;4.0
32014;75;2.0
32014;86;2.0
32014;47;1.0
32016;44;5.0
32016;33;1.0
32016;62;1.0
32030;1;1.0
32030;2;3.0
32040;14;1.0
32040;27;2.0
32066;29;1.0
32066;100;2.0
32066;130;2.0
32066;131;1.0
32066;132;1.0
32066;57;1.0
32066;107;1.0
32066;55;1.0
32069;22;2.0
32069;112;1.0
32069;28;1.0
32071;15;1.0
32071;29;1.0
32071;25;1.0
32071;12;1.0
32071;7;1.0
32071;49;1.0
32071;108;1.0
32071;85;1.0
32090;2;1.0
32090;15;1.0
32090;82;1.0
32090;114;2.0
32090;50;1.0
32102;77;4.0
32103;27;1.0
32108;48;1.0
32108;15;6.0
32108;130;3.0
32108;104;1.0
32108;128;2.0
32109;25;1.0
32138;30;1.0
32138;33;1.0
32138;60;1.0
32138;80;1.0
32138;86;1.0
32158;27;2.0
32163;2;1.0
32167;15;1.0
32221;84;1.0
32221;55;2.0
32221;68;2.0
32224;14;1.0
32224;125;2.0
32224;47;1.0
32245;15;2.0
32245;29;1.0
32245;116;1.0
32245;4;1.0
32245;42;1.0
32245;32;1.0
32245;114;1.0
32245;81;1.0
32245;7;1.0
32245;130;1.0
32245;59;1.0
32245;123;1.0
32245;35;1.0
32245;57;1.0
32246;43;1.0
32251;29;1.0
32251;57;1.0
32251;125;1.0
32253;51;1.0
32253;116;2.0
32253;98;1.0
32253;88;1.0
32273;14;1.0
32273;76;1.0
32279;89;1.0
32288;2;1.0
32291;29;1.0
32291;3;1.0
32291;82;1.0
32291;37;2.0
32291;21;1.0
32291;9;1.0
32291;90;2.0
32291;125;1.0
32293;87;1.0
32293;55;2.0
32304;2;2.0
32310;116;1.0
32310;77;1.0
32313;37;1.0
32315;3;1.0
32315;54;1.0
32315;26;1.0
32315;76;1.0
32323;3;1.0
32323;54;1.0
32323;26;1.0
32323;76;1.0
32335;7;1.0
32335;93;2.0
32347;116;2.0
32347;19;2.0
32347;122;2.0
32347;46;1.0
32347;28;1.0
32358;95;1.0
32358;12;1.0
32358;7;1.0
32358;100;3.0
32358;130;1.0
32358;132;1.0
32358;9;1.0
32358;92;1.0
32358;68;1.0
32370;53;2.0
32374;2;1.0
32374;123;2.0
32374;104;1.0
32395;116;2.0
32395;98;2.0
32395;114;1.0
32395;123;2.0
32395;107;1.0
32486;64;2.0
32486;85;2.0
32486;68;2.0
32497;15;1.0
32497;3;1.0
32497;7;1.0
32497;8;1.0
32497;49;1.0
32497;17;1.0
32497;89;1.0
32497;57;2.0
32497;96;1.0
32497;125;1.0
32497;27;1.0
32497;55;1.0
32507;93;1.0
32507;55;1.0
32527;15;2.0
32527;3;1.0
32527;25;1.0
32527;99;1.0
32533;15;1.0
32533;3;1.0
32533;68;2.0
32545;92;1.0
32549;83;1.0
32549;61;1.0
32553;15;2.0
32553;29;2.0
32553;119;1.0
32553;42;2.0
32553;7;1.0
32553;96;2.0
32553;110;1.0
32561;29;1.0
32561;56;1.0
32561;14;1.0
32561;90;1.0
32561;55;1.0
32563;15;1.0
32563;29;2.0
32563;53;1.0
32563;60;1.0
32563;87;1.0
32569;2;6.0
32569;61;1.0
32569;3;1.0
32569;118;1.0
32569;40;1.0
32569;42;1.0
32569;12;1.0
32569;37;1.0
32569;7;1.0
32569;20;1.0
32569;77;4.0
32569;125;1.0
32569;27;1.0
32574;29;1.0
32574;3;1.0
32574;114;1.0
32574;60;1.0
32574;87;1.0
32574;57;1.0
32574;10;2.0
32579;83;2.0
32579;61;2.0
32579;3;3.0
32579;105;2.0
32581;15;1.0
32581;3;1.0
32581;7;1.0
32581;130;1.0
32581;17;1.0
32581;90;1.0
32581;87;1.0
32581;57;1.0
32581;27;1.0
32587;79;2.0
32587;17;1.0
32598;51;2.0
32598;2;2.0
32598;118;2.0
32598;4;1.0
32598;98;2.0
32598;123;4.0
32598;112;2.0
32598;14;2.0
32598;17;1.0
32598;64;4.0
32598;28;1.0
32598;110;1.0
32616;128;3.0
32620;2;2.0
32620;29;2.0
32620;3;1.0
32620;5;3.0
32620;114;1.0
32620;105;1.0
32620;7;2.0
32620;20;1.0
32620;79;2.0
32620;14;1.0
32620;90;4.0
32620;57;2.0
32620;58;1.0
32620;55;1.0
32620;69;2.0
32623;29;1.0
32623;30;1.0
32623;18;1.0
32623;57;1.0
32626;78;1.0
32643;14;1.0
32643;115;1.0
32669;116;1.0
32669;123;2.0
32669;111;1.0
32692;108;1.0
32692;57;2.0
32692;55;1.0
32693;15;1.0
32693;3;1.0
32693;114;2.0
32693;33;1.0
32693;112;1.0
32693;108;1.0
32693;113;1.0
32693;89;1.0
32693;27;1.0
32714;83;1.0
32714;61;1.0
32714;3;1.0
32714;116;1.0
32714;98;1.0
32714;82;1.0
32714;32;1.0
32714;12;2.0
32714;123;2.0
32714;19;1.0
32714;14;1.0
32714;115;1.0
32714;69;2.0
32725;118;1.0
32725;116;1.0
32725;98;1.0
32725;7;1.0
32725;75;1.0
32725;27;2.0
32725;74;1.0
32729;1;1.0
32729;92;1.0
32747;29;2.0
32747;116;1.0
32747;30;1.0
32747;98;1.0
32747;65;1.0
32754;36;1.0
32754;15;2.0
32754;83;2.0
32754;30;1.0
32754;130;2.0
32754;131;2.0
32754;113;1.0
32754;57;1.0
32754;91;2.0
32754;67;1.0
32765;118;1.0
32765;116;2.0
32765;130;1.0
32765;123;2.0
32765;60;1.0
32765;108;1.0
32765;63;1.0
32765;85;1.0
32765;67;2.0
32766;15;1.0
32766;29;1.0
32766;40;1.0
32766;114;1.0
32766;7;1.0
32766;123;2.0
32766;79;1.0
32766;60;1.0
32766;115;1.0
32766;76;1.0
32766;27;2.0
32766;124;1.0
32777;51;2.0
32777;29;1.0
32777;42;2.0
32777;122;1.0
32777;46;6.0
32782;29;2.0
32782;114;2.0
32783;15;1.0
32783;75;1.0
32799;48;1.0
32799;17;1.0
32809;51;1.0
32809;83;2.0
32809;3;1.0
32809;53;1.0
32809;4;1.0
32809;25;2.0
32809;75;2.0
32809;27;2.0
32815;7;1.0
32823;92;1.0
32823;115;1.0
32834;15;1.0
32834;26;1.0
32834;97;1.0
32838;37;1.0
32847;95;2.0
32847;118;1.0
32847;31;1.0
32847;42;2.0
32847;7;2.0
32847;103;1.0
32847;115;2.0
32856;48;5.0
32856;48;1.0
32856;20;1.0
32856;18;1.0
32865;95;1.0
32865;42;2.0
32872;118;2.0
32872;4;1.0
32872;11;2.0
32872;31;2.0
32872;114;2.0
32872;81;1.0
32872;123;3.0
32872;14;1.0
32872;21;2.0
32872;86;1.0
32879;66;1.0
32881;2;1.0
32881;52;1.0
32881;79;1.0
32881;27;2.0
32882;15;1.0
32882;58;1.0
32882;125;1.0
32882;67;1.0
32887;29;1.0
32887;3;1.0
32887;60;1.0
32887;77;1.0
32894;29;2.0
32894;14;1.0
32901;5;3.0
32901;7;1.0
32901;20;1.0
32913;91;7.0
32918;1;1.0
32918;77;1.0
32927;15;2.0
32935;7;1.0
32935;14;1.0
32935;9;1.0
32949;15;2.0
32949;29;1.0
32949;3;1.0
32949;42;2.0
32949;56;1.0
32949;37;1.0
32949;34;1.0
32949;80;1.0
32949;63;1.0
32949;47;1.0
32949;27;2.0
32949;85;1.0
32955;15;1.0
32955;29;1.0
32955;25;1.0
32955;37;1.0
32955;123;1.0
32955;35;1.0
32955;46;1.0
32955;76;1.0
32976;51;2.0
32976;3;2.0
32976;119;3.0
32976;116;4.0
32976;130;3.0
32976;123;4.0
32976;108;1.0
32977;56;1.0
32977;26;1.0
32980;56;1.0
32980;19;1.0
32980;92;1.0
32986;82;1.0
32986;81;1.0
32986;33;1.0
32991;15;1.0
32991;77;1.0
33009;93;1.0
33009;92;1.0
33009;27;2.0
33012;1;3.0
33025;37;1.0
33025;92;2.0
33025;125;1.0
33025;107;1.0
33035;27;2.0
33046;60;1.0
33049;3;2.0
33049;53;1.0
33049;105;1.0
33049;84;1.0
33049;18;1.0
33049;112;1.0
33049;9;1.0
33049;85;1.0
33049;74;1.0
33053;29;1.0
33053;3;1.0
33053;32;2.0
33053;37;1.0
33053;34;1.0
33053;80;1.0
33053;78;1.0
33053;125;1.0
33059;2;1.0
33059;66;1.0
33064;25;1.0
33064;37;2.0
33064;131;1.0
33064;132;1.0
33064;122;1.0
33064;121;2.0
33064;89;1.0
33064;107;2.0
33064;69;1.0
33074;95;2.0
33074;116;2.0
33074;53;1.0
33074;98;1.0
33074;42;2.0
33074;129;2.0
33074;55;1.0
33079;42;1.0
33079;121;1.0
33086;95;1.0
33086;15;1.0
33086;29;1.0
33086;25;2.0
33086;37;1.0
33086;89;1.0
33086;57;1.0
33088;5;2.0
33088;19;1.0
33088;92;1.0
33093;116;3.0
33093;98;2.0
33093;26;1.0
33093;99;2.0
33093;28;1.0
33100;15;1.0
33100;90;1.0
33135;48;2.0
33135;56;1.0
33156;95;9.0
33156;29;2.0
33156;129;2.0
33158;15;2.0
33158;127;1.0
33158;19;1.0
33158;79;1.0
33158;92;2.0
33158;64;2.0
33158;28;1.0
33158;55;1.0
33169;51;1.0
33169;118;1.0
33169;119;2.0
33169;44;6.0
33169;25;1.0
33169;72;1.0
33169;18;1.0
33169;129;2.0
33169;121;1.0
33169;112;1.0
33169;89;1.0
33169;27;2.0
33191;80;1.0
33191;77;1.0
33222;74;1.0
33276;15;2.0
33276;105;1.0
33276;80;1.0
33276;21;1.0
33286;51;2.0
33286;29;2.0
33286;98;1.0
33286;25;3.0
33286;26;1.0
33286;129;5.0
33287;127;1.0
33287;79;1.0
33287;99;1.0
33287;115;1.0
33310;92;1.0
33333;2;5.0
33333;29;1.0
33333;53;1.0
33333;30;1.0
33333;105;1.0
33333;70;6.0
33337;127;1.0
33337;87;1.0
33337;27;1.0
33337;55;2.0
33342;27;2.0
33342;64;2.0
33344;15;2.0
33344;122;1.0
33344;121;1.0
33344;90;1.0
33344;57;1.0
33344;107;1.0
33344;10;1.0
33352;77;2.0
33357;116;3.0
33357;25;3.0
33357;38;1.0
33357;54;1.0
33357;129;4.0
33357;112;1.0
33357;92;4.0
33357;77;1.0
33357;57;1.0
33357;27;2.0
33366;15;3.0
33366;29;2.0
33366;100;2.0
33366;26;1.0
33366;112;1.0
33366;108;1.0
33366;106;1.0
33366;57;1.0
33366;28;1.0
33366;69;1.0
33376;15;1.0
33376;29;1.0
33376;53;1.0
33376;30;1.0
33376;88;1.0
33376;20;1.0
33376;26;1.0
33376;106;1.0
33376;110;1.0
33410;15;1.0
33410;29;1.0
33410;53;1.0
33410;7;1.0
33410;19;1.0
33410;129;1.0
33410;91;2.0
33410;68;1.0
33413;15;2.0
33413;106;1.0
33426;82;1.0
33429;88;1.0
33429;7;1.0
33429;100;2.0
33429;77;1.0
33429;64;1.0
33429;55;1.0
33463;20;1.0
33492;1;1.0
33492;29;1.0
33492;53;2.0
33492;81;1.0
33492;54;2.0
33492;26;2.0
33492;19;2.0
33492;129;4.0
33492;99;1.0
33492;27;1.0
33502;88;1.0
33502;81;2.0
33502;7;2.0
33502;38;1.0
33502;130;2.0
33502;27;1.0
33504;20;1.0
33504;92;2.0
33508;2;1.0
33508;15;1.0
33524;1;1.0
33524;100;4.0
33526;71;1.0
33526;14;1.0
33541;4;1.0
33541;125;1.0
33541;28;1.0
33582;7;1.0
33582;92;1.0
33582;115;1.0
33585;15;1.0
33585;38;1.0
33585;128;1.0
33585;68;2.0
33610;29;1.0
33610;53;2.0
33610;31;2.0
33610;72;1.0
33610;81;1.0
33610;7;1.0
33610;26;1.0
33610;129;2.0
33610;17;1.0
33610;55;1.0
33634;15;2.0
33634;44;10.0
33634;26;1.0
33652;3;1.0
33652;82;1.0
33652;115;1.0
33652;87;1.0
33686;15;2.0
33686;88;1.0
33686;131;2.0
33686;17;1.0
33686;125;1.0
33686;91;1.0
33695;2;28.0
33701;48;4.0
33701;83;1.0
33712;15;2.0
33712;116;2.0
33712;98;2.0
33712;45;1.0
33714;29;2.0
33714;37;1.0
33738;15;1.0
33738;29;2.0
33738;116;2.0
33738;123;3.0
33738;19;1.0
33738;122;2.0
33738;73;1.0
33738;94;1.0
33738;126;1.0
33738;124;1.0
33738;110;2.0
33740;7;1.0
33740;127;1.0
33740;92;1.0
33742;7;1.0
33742;100;6.0
33742;26;2.0
33742;125;1.0
33775;104;1.0
33777;7;1.0
33777;59;1.0
33777;63;1.0
33777;55;2.0
33779;2;5.0
33779;15;2.0
33779;29;2.0
33779;37;1.0
33779;7;1.0
33779;123;3.0
33779;131;2.0
33779;19;2.0
33779;132;1.0
33782;15;2.0
33782;29;1.0
33782;53;1.0
33782;30;1.0
33782;44;7.0
33782;56;1.0
33782;7;3.0
33782;57;1.0
33782;55;1.0
33790;118;2.0
33790;98;2.0
33790;49;1.0
33790;129;2.0
33790;115;1.0
33792;119;2.0
33792;130;2.0
33792;77;1.0
33792;69;1.0
33796;2;12.0
33796;119;2.0
33796;7;2.0
33796;130;1.0
33796;91;2.0
33798;15;2.0
33801;1;1.0
33801;48;2.0
33801;88;1.0
33801;81;1.0
33801;7;2.0
33801;59;1.0
33801;93;1.0
33801;77;1.0
33801;27;1.0
33801;64;1.0
33803;72;1.0
33804;19;1.0
33804;77;2.0
33811;29;1.0
33811;71;2.0
33811;73;1.0
33816;49;1.0
33816;75;2.0
33816;124;1.0
33818;15;1.0
33818;125;1.0
33818;55;1.0
33823;2;4.0
33823;15;1.0
33824;15;2.0
33824;83;2.0
33824;3;2.0
33837;36;1.0
33837;48;1.0
33837;118;1.0
33837;119;1.0
33837;116;1.0
33837;98;1.0
33837;52;2.0
33837;123;2.0
33837;14;1.0
33838;15;1.0
33838;44;3.0
33838;89;1.0
33859;15;1.0
33859;29;1.0
33859;3;1.0
33859;37;2.0
33859;72;1.0
33859;123;2.0
33859;46;1.0
33859;90;1.0
33859;97;1.0
33863;15;1.0
33863;11;1.0
33863;67;1.0
33891;29;1.0
33891;71;1.0
33891;130;1.0
33891;99;2.0
33904;2;2.0
33904;121;1.0
33905;15;3.0
33905;83;2.0
33905;61;2.0
33905;3;1.0
33905;72;2.0
33905;7;1.0
33905;130;2.0
33905;106;1.0
33905;115;2.0
33905;28;3.0
33908;15;2.0
33908;122;2.0
33908;14;1.0
33908;92;1.0
33908;50;1.0
33914;87;1.0
33929;14;1.0
33929;77;1.0
33929;124;1.0
33929;28;1.0
33938;2;6.0
33938;15;1.0
33938;26;1.0
33938;8;1.0
33938;57;2.0
33940;77;4.0
33947;15;1.0
33947;29;2.0
33947;71;2.0
33947;32;1.0
33947;127;2.0
33947;26;1.0
33947;103;1.0
33947;129;2.0
33947;63;1.0
33947;50;1.0
33947;117;1.0
33951;25;2.0
33951;102;1.0
33964;2;2.0
33964;63;1.0
33964;92;1.0
33964;55;1.0
33983;15;1.0
33983;63;1.0
33983;92;2.0
33983;85;1.0
33983;55;1.0
33983;69;1.0
33989;3;1.0
33989;88;1.0
33989;131;1.0
33989;80;1.0
33989;85;2.0
33993;19;3.0
33993;103;4.0
33993;14;1.0
33993;46;3.0
33993;107;1.0
33997;15;2.0
33997;29;1.0
33997;30;1.0
33997;25;1.0
33997;37;2.0
33997;72;1.0
33997;88;1.0
33997;105;1.0
33997;81;1.0
33997;34;1.0
33997;131;1.0
33997;132;1.0
33997;49;1.0
33997;60;1.0
33997;14;1.0
33997;57;1.0
33997;85;1.0
34004;57;4.0
34004;27;3.0
34009;15;1.0
34009;83;1.0
34009;130;1.0
34009;103;1.0
34009;129;2.0
34009;17;1.0
34009;99;1.0
34009;126;1.0
34011;15;1.0
34011;29;1.0
34011;116;1.0
34011;53;1.0
34011;42;1.0
34011;45;1.0
34011;17;1.0
34011;93;1.0
34011;24;1.0
34051;38;1.0
34051;73;2.0
34051;108;1.0
34052;19;2.0
34052;57;1.0
34052;55;2.0
34059;15;1.0
34059;32;1.0
34059;14;1.0
34059;86;1.0
34059;47;2.0
34073;95;1.0
34073;15;1.0
34073;7;1.0
34073;130;1.0
34073;97;1.0
34073;57;1.0
34080;2;2.0
34080;3;1.0
34080;53;1.0
34080;30;1.0
34080;31;2.0
34080;79;1.0
34080;17;1.0
34080;90;2.0
34080;115;1.0
34080;57;1.0
34107;2;24.0
34118;15;2.0
34118;69;1.0
34122;15;3.0
34137;104;1.0
34138;2;1.0
34138;15;1.0
34138;118;1.0
34138;119;1.0
34138;30;1.0
34138;98;3.0
34138;127;1.0
34138;122;2.0
34138;57;1.0
34138;107;1.0
34138;55;1.0
34148;15;3.0
34148;29;3.0
34148;25;3.0
34148;12;3.0
34148;100;4.0
34148;129;4.0
34148;27;2.0
34158;15;2.0
34158;83;2.0
34158;116;2.0
34158;7;1.0
34158;92;1.0
34158;78;1.0
34158;126;1.0
34158;55;1.0
34161;83;2.0
34161;12;2.0
34161;50;1.0
34164;30;1.0
34164;37;1.0
34164;88;1.0
34164;126;1.0
34169;36;1.0
34169;15;1.0
34169;45;1.0
34169;80;2.0
34169;117;2.0
34172;7;2.0
34172;27;1.0
34172;28;1.0
34198;15;1.0
34198;83;1.0
34198;29;1.0
34198;30;1.0
34198;123;1.0
34198;124;1.0
34202;116;2.0
34202;44;9.0
34203;14;1.0
34203;115;1.0
34207;29;2.0
34207;30;1.0
34207;21;1.0
34207;93;2.0
34210;48;1.0
34210;15;1.0
34210;92;1.0
34210;57;1.0
34214;92;2.0
34214;117;2.0
34214;28;2.0
34223;15;1.0
34223;22;1.0
34223;7;1.0
34274;127;1.0
34274;54;1.0
34274;132;1.0
34274;93;1.0
34274;57;1.0
34274;64;1.0
34280;29;1.0
34280;30;1.0
34280;123;1.0
34280;131;1.0
34280;45;3.0
34280;89;1.0
34280;117;3.0
34314;15;1.0
34314;33;1.0
34314;122;2.0
34314;14;1.0
34339;98;2.0
34339;7;2.0
34339;19;1.0
34339;129;3.0
34339;55;2.0
34363;119;2.0
34363;4;1.0
34363;30;1.0
34363;82;1.0
34363;42;2.0
34363;38;1.0
34363;100;2.0
34363;130;1.0
34363;14;1.0
34363;86;1.0
34367;29;2.0
34367;116;2.0
34367;7;1.0
34367;100;3.0
34367;130;2.0
34367;46;1.0
34367;97;1.0
34367;27;1.0
34375;2;1.0
34375;29;1.0
34375;53;1.0
34375;5;2.0
34375;42;1.0
34375;33;1.0
34375;100;1.0
34375;130;1.0
34375;34;1.0
34375;60;1.0
34375;67;1.0
34380;2;2.0
34380;104;2.0
34395;51;1.0
34395;4;1.0
34395;88;1.0
34395;81;1.0
34395;55;1.0
34401;48;1.0
34401;19;1.0
34401;92;1.0
34416;31;1.0
34416;128;1.0
34431;15;3.0
34431;82;1.0
34431;131;2.0
34431;17;1.0
34431;75;2.0
34431;92;4.0
34435;49;1.0
34435;92;1.0
34435;91;2.0
34449;95;2.0
34449;15;2.0
34449;29;2.0
34449;32;1.0
34449;37;1.0
34449;33;2.0
34449;59;1.0
34449;121;1.0
34475;108;1.0
34478;15;1.0
34478;56;1.0
34478;19;1.0
34478;93;2.0
34478;43;2.0
34478;55;2.0
34478;110;2.0
34486;14;1.0
34497;15;1.0
34497;53;1.0
34497;42;1.0
34497;25;1.0
34497;66;2.0
34497;127;1.0
34497;85;1.0
34529;119;1.0
34529;116;2.0
34529;77;1.0
34538;95;1.0
34538;15;2.0
34538;83;3.0
34538;29;1.0
34538;3;1.0
34538;116;1.0
34538;53;1.0
34538;30;1.0
34538;31;1.0
34538;42;1.0
34538;25;2.0
34538;32;1.0
34538;88;1.0
34538;123;4.0
34538;75;1.0
34538;63;1.0
34538;57;1.0
34538;27;1.0
34538;55;1.0
34553;15;2.0
34553;29;1.0
34553;7;1.0
34553;8;1.0
34553;122;2.0
34553;104;1.0
34553;64;1.0
34565;79;2.0
34568;29;1.0
34568;53;1.0
34568;7;1.0
34568;68;1.0
34578;103;1.0
34578;122;2.0
34578;60;1.0
34596;52;2.0
34596;14;1.0
34607;15;2.0
34607;114;1.0
34607;7;1.0
34607;55;1.0
34608;29;1.0
34608;114;2.0
34608;7;1.0
34622;15;2.0
34622;42;1.0
34622;32;1.0
34622;7;2.0
34622;19;1.0
34622;60;1.0
34622;92;1.0
34622;57;1.0
34622;55;1.0
34636;83;1.0
34636;29;1.0
34636;3;1.0
34636;30;1.0
34636;131;1.0
34636;108;1.0
34636;24;1.0
34636;57;1.0
34636;85;1.0
34653;15;1.0
34653;3;1.0
34653;5;2.0
34653;55;1.0
34657;70;1.0
34667;29;1.0
34667;3;1.0
34667;116;1.0
34667;7;1.0
34667;130;1.0
34684;29;2.0
34686;129;2.0
34697;62;1.0
34726;51;1.0
34726;29;1.0
34726;30;1.0
34726;37;1.0
34726;38;1.0
34726;14;1.0
34737;51;2.0
34737;15;2.0
34737;29;3.0
34737;6;4.0
34737;132;1.0
34737;14;1.0
34737;21;1.0
34737;17;1.0
34737;89;1.0
34737;57;2.0
34740;21;1.0
34743;95;2.0
34743;29;2.0
34743;42;3.0
34743;114;2.0
34743;38;1.0
34743;130;2.0
34743;59;1.0
34743;132;2.0
34743;79;1.0
34743;129;5.0
34754;29;1.0
34754;116;1.0
34754;11;1.0
34754;25;2.0
34754;32;1.0
34754;52;1.0
34754;114;2.0
34754;132;1.0
34754;112;1.0
34768;29;2.0
34768;3;1.0
34768;42;3.0
34768;25;2.0
34768;114;2.0
34768;7;1.0
34768;130;2.0
34768;19;1.0
34768;99;2.0
34789;15;2.0
34804;15;1.0
34804;29;2.0
34804;30;1.0
34804;114;1.0
34804;123;2.0
34804;14;1.0
34804;43;1.0
34804;87;1.0
34819;15;1.0
34819;122;2.0
34819;57;1.0
34880;15;3.0
34880;21;2.0
34887;101;1.0
